File type = "ooTextFile"
Object class = "TableOfReal"

numberOfColumns = 38 
columnLabels []: 
"c1"	"c2"	"c3"	"c4"	"c5"	"c6"	"c7"	"c8"	"c9"	"c10"	"c11"	"c12"	"c13"	"c14"	"c15"	"c16"	"c17"	"c18"	"c19"	"c20"	"c21"	"c22"	"c23"	"c24"	"c25"	"c26"	"c27"	"c28"	"c29"	"c30"	"c31"	"c32"	"c33"	"c34"	"c35"	"c36"	"c37"	"c38"	
numberOfRows = 916 
row [1]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [2]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [3]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [4]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [5]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [6]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [7]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [8]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [9]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [10]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [11]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [12]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
row [13]: ""	-1.0800249583553523e-12	5.115907697472721e-13	3.410605131648481e-13	1.3073986337985843e-12	-6.821210263296962e-13	5.6843418860808015e-14	-2.6716406864579767e-12	-1.0800249583553523e-12	2.8421709430404007e-13	-1.4779288903810084e-12	-3.069544618483633e-12	-4.092726157978177e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
